dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.cycle;custom.periodicity;custom.test-meta;datasetid
;;;;;;;;;;;;;;;;;Stocks CSO de SNCF Réseau depuis 2015;<p>Stocks depuis 2015 issus du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Stocks;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:40:54+00:00;True;True;2021-07-01T15:10:55+00:00;2025-09-19T01:11:41.532000+00:00;world_fr;True;France;;;SNCF Réseau;;24;;;;;;;True;datasncf;;;Annuelle;;stocks-2017-cso
;;;;;;;;;;;;;;;;;Autres charges externes CSO de SNCF Réseau depuis 2015;<p>Autres charges externes depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux, Autres Charges Externes;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:10:05+00:00;True;True;2021-07-01T15:37:17+00:00;2025-09-19T01:12:33.546000+00:00;world_fr;True;France;;;SNCF Réseau;;7;;;;;;;True;datasncf;;;Annuelle;;autres-charges-externes-2017-cso
;;;;;;;;;;;;;;;;;Immobilisations incorporelles CSO de SNCF Réseau depuis 2015;<p>Immobilisations incorporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Immobilisations Incorporelles;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:50:03+00:00;True;True;2021-07-01T14:58:55+00:00;2025-09-19T01:11:56.536000+00:00;world_fr;True;France;;;SNCF Réseau;;18;;;;;;;True;datasncf;;;Annuelle;;immobilisations-incorporelles-2017-cso
;;;;;;;;;;;;;;;;;Emissions N CCO du groupe SNCF Réseau depuis 2015;<p>Émissions N depuis 2015 issues du Rapport Financier du groupe SNCF Réseauau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Emissions financières;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:59:08+00:00;True;True;2021-06-29T09:53:40+00:00;2025-09-19T01:13:03.932000+00:00;world_fr;True;France;;;SNCF Réseau;;281;;;;;;;True;datasncf;;;Annuelle;;emissions-n-2017-cco
;;;;;;;;;;;;;;;;;Chantiers de transport combinés;<p>Liste des chantiers de transport combinés du Réseau Ferré National.</p><p>Les chantiers de transport combiné de SNCF Réseau sont des espaces exclusivement utilisés pour le transport rail/route, et  qui permettent de charger ou décharger les UTI par grue mobile ou portique (pas de sites SNCF Réseau sur les ports). Les plateformes routières de ces sites sont spécialement conçues pour la circulation.</p><p>Ce jeu publie les données en l’état des bases, à jour à la date de publication. </p>;Réseau;SNCF RESEAU,Chantiers transport combiné;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-23T13:46:49+00:00;True;False;2021-06-25T17:33:42+00:00;2025-09-19T01:11:32.531000+00:00;world_fr;True;France;;;SNCF Réseau;;109;;;;;;;True;datasncf;;;;;chantiers-de-transport-combines
;;;;;;;;;;;;;;;;;Immobilisations incorporelles CCO du groupe SNCF Réseau depuis 2015;<p>Immobilisations incorporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Immobilisations Incorporelles;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:50:35+00:00;True;True;2021-06-29T08:45:12+00:00;2025-09-19T01:13:16.558000+00:00;world_fr;True;France;;;SNCF Réseau;;196;;;;;;;True;datasncf;;;Annuelle;;immobilisations-incorporelles-2017-cco
;;;;;;;;;;;;;;;;;Disponibilités CSO de SNCF Réseau depuis 2015;<p>Disponibilités depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Disponibilités;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:40:09+00:00;True;True;2021-07-01T15:14:36+00:00;2025-09-19T01:12:11.540000+00:00;world_fr;True;France;;;SNCF Réseau;;14;;;;;;;True;datasncf;;;Annuelle;;disponibilites-2017-cso
;;;;;;;;;;;;;;;;;Tarifs TER Nouvelle-Aquitaine;"<p>Tarification des trains TER Nouvelle-Aquitaine en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde</span> classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/nouvelle-aquitaine"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/nouvelle-aquitaine</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-04-04T09:21:18+00:00;False;True;2025-04-04T09:21:18+00:00;2025-09-19T04:30:17.533000+00:00;;False;;;;SNCF Voyageurs;;3465;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-naq
;;;;;;;;;;;;;;;;;Tarifs TER Occitanie;"<p>Tarification des trains TER Occitanie en vigueur au 01/03/2025.</p><p>Le prix du billet est indiqué pour chaque trajet (origine-destination) et pour chaque tarif régional en 2<span -0.5em;""="""" 0;="""" 10.5px;="""" background-color:="""" baseline;="""" font-size:="""" initial;="""" line-height:="""" position:="""" relative;="""" top:="""" vertical-align:="""">nde</span> classe.</p><p>Les tarifs régionaux sont regroupés en trois catégories :</p><ul><li>Tarif normal</li><li>Abonnement jeune </li><li>Abonnement tout public </li></ul><p 1em;""="""" margin-bottom:="""">Le détail de la tarification TER est consultable dans le fichier PDF en pièce jointe.</p><p 1em;""="""" margin-bottom:="""">Pour plus d'informations, rendez-vous sur le site TER de la région : <a href=""https://www.ter.sncf.com/occitanie"" style=""font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);font-weight: 400;""> https://www.ter.sncf.com/occitanie</a></p>";Tarifs voyageurs;TER,tarif,tarif TER,abonnement,abonnement TER;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-03-10T10:12:17+00:00;False;True;2025-03-10T10:12:17+00:00;2025-09-19T04:30:17.227000+00:00;;False;;;;SNCF Voyageurs;;2097;;;;;;;True;datasncf;ANNUAL;;Annuelle;;tarifs-ter-occ
2023-05-23;;;;;;;;;;;;;2021-01-01T22:00:00+00:00;;;;Bilans des émissions de gaz à effet de serre SNCF;"<p></p><p class=""MsoNormal"" style=""line-height:normal"">Le bilan des émissions de gaz à
effet de serre (BEGES) permet d’évaluer le volume total sur une année des
émissions et suppressions de GES induites par les activités de la SNCF et
exprimées en équivalent de tonnes de dioxyde de carbone.<o:p></o:p></p><p class=""MsoNormal"" style=""line-height:normal"">Les données proposées dans ce jeu de données sont celles des bilans SNCF Voyageurs, SNCF Réseau, Gares et Connexions, Fret SNCF et SNCF Holding. Les bilans portent sur les activités des entreprises du groupe sur le territoire français.<o:p></o:p></p><p class=""MsoNormal"" style=""line-height:normal"">Les postes d’émissions de GES
sont rassemblés par catégories selon la nouvelle nomenclature de la norme 14064-1. La norme ISO 14064-1 distingue six catégories
d’émissions :<o:p></o:p></p><ol><li style=""line-height: normal;"">Émissions directes de GES<o:p></o:p></li><li style=""line-height: normal;"">Émissions indirectes associées à
l’énergie<o:p></o:p></li><li style=""line-height: normal;"">Émissions indirectes associées au
transport<o:p></o:p></li><li style=""line-height: normal;"">Émissions indirectes associées
aux produits achetés<o:p></o:p></li><li style=""line-height: normal;"">Émissions indirectes associées
aux produits vendus</li><li style=""line-height: normal;"">Autres émissions indirectes</li></ol><p class=""MsoNormal"">L'article L229-25 du Code de l'environnement stipule que
certaines organisations doivent établir régulièrement un bilan de leurs
émissions de gaz à effet de serre (GES).<o:p></o:p></p>Ce bilan est public et doit être réalisé tous les 4 ans pour les personnes morales privées et tous les 3 ans pour les personnes morales publiques. Il doit être transmis par voie électronique sur la plateforme Bilans GES de l'ADEME (Agence de la Transition Écologique), hébergée à l’adresse suivante : <a href=""https://bilans-ges.ademe.fr/"" target=""_blank"">https://bilans-ges.ademe.fr/</a>. Ces bilans sont également publiquement consultables à cette adresse. <p></p><p><br/></p><p class=""MsoNormal"">Les standards internationaux du GHG Protocol divisent les bilans d'émissions
de GES en trois catégories, appelées ""scopes"". Nous proposons également ce découpage <span style=""font-family: inherit; font-size: 0.875rem;"">:</span></p><p class=""MsoNormal""><o:p></o:p></p><ul><li>le Scope 1 couvre les émissions directes,<o:p></o:p></li><li>le Scope 2 couvre les émissions indirectes associées à
l'énergie,<o:p></o:p></li><li>le Scope 3 couvre les autres émissions indirectes.<o:p></o:p></li></ul><p style=""line-height: normal;"">











</p><p class=""MsoNormal""><span style=""font-family: inherit; font-size: 0.875rem;"">L’entreprise est soumise à la DPEF (Déclaration de
Performance Extra-Financière) qui intègre un plan de transition. Il est
consultable ici : </span><a href=""https://medias.sncf.com/sncfcom/finances/Publications_Groupe/Rapport_financier_annuel_2021_groupe_SNCF.pdf"" target=""_blank"">https://medias.sncf.com/sncfcom/finances/Publications_Groupe/Rapport_financier_annuel_2021_groupe_SNCF.pdf</a><a href=""https://medias.sncf.com/sncfcom/finances/Publications_Groupe/Rapport_financier_annuel_2021_groupe_SNCF.pdf"" style=""font-size: 0.875rem; background-color: rgb(255, 255, 255);"" target=""_blank""></a></p><p class=""MsoNormal""><br/></p><p class="""">NB : <span style=""font-size: 0.875rem;"">Pour les Bilans 2021, Les postes 4.1 et 4.5 sont fusionnés, car réalisés avec la méthodologie BEGES v4 avec l'ancienne nomenclature qui ne distinguait pas les achats de biens et de services.</span></p><p class=""MsoNormal""><o:p></o:p></p><p></p>";Développement durable;BEGES,CO2,Environnement,RSE,Gaz à effet de serre;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:40:12+00:00;False;True;2023-06-08T09:40:12+00:00;2024-03-25T14:11:10.407000+00:00;world_fr;True;France;;;SNCF;;105;;;;;;;False;;;;Annuelle;;bilans-des-emissions-de-gaz-a-effet-de-serre-sncf
2014-07-07;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;;Agents SNCF de nationalité étrangère;"<p>Agents de nationalité étrangère au 31 décembre depuis 2010.</p><ul><li>""Collège"" : classification selon les collèges de représentation du personnel, à savoir “exécution”, “maîtrise” et “cadre”.</li><li>“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li><li>Le personnel roulant comprend les agents de conduite (« exécution roulants conduite ») et les chefs de bord (“exécution roulants trains »).</li></ul><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p>";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2024-11-04T15:31:46+00:00;False;True;2024-11-04T15:31:46+00:00;2024-11-04T15:31:46.777000+00:00;world_fr;True;France;;;SNCF;;132;;;;;;;False;;;;Annuelle;;agents-nationalite-etrangere
;;;;;;;;;;;;;;;;;Liste des passerelles;"<p>Les ouvrages d’art supérieurs à 2 mètres sont listés.</p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.<p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 28/03/2024<br></p>";Réseau;SNCF RESEAU,Passerelles,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:18:55+00:00;True;True;2024-03-28T15:29:22+00:00;2025-09-19T01:11:04.433000+00:00;world;True;World;Point;"{""coordinates"": [[[7.910523796454072, 51.05258942116052], [-4.474337277933955, 51.05258942116052], [-4.474337277933955, 42.443163678981364], [7.910523796454072, 42.443163678981364], [7.910523796454072, 51.05258942116052]]], ""type"": ""Polygon""}";SNCF Réseau;;1052;;;;;;;True;datasncf;;;Annuelle;;liste-des-passerelles
;;;;;;;;;;;;;;;;;Production immobilisée CSO de SNCF Réseau depuis 2015;<p>Production immobilisée depuis 2015 issue du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Production immobilisée;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:34:59+00:00;True;True;2021-07-01T15:35:35+00:00;2025-09-19T01:11:50.532000+00:00;world_fr;True;France;;;SNCF Réseau;;4;;;;;;;True;datasncf;;;Annuelle;;production-immobilisee-2017-cso
;;;;;;;;;;;;;;;;;Cours de marchandises accessibles après diagnostic;<p>Liste des cours de marchandise accessibles après diagnostic du Réseau Ferré National.</p><p>Les cours de marchandises permettent le chargement et le déchargement de wagons ainsi que le transbordement de marchandises de la voie ferrée à un autre mode de transport et vice versa. Elles sont composées d’une ou de plusieurs voies de service, le cas échéant de halles, quais ou bâtiments, et d’un accès routier permettant aux camions d’accéder au site. </p><p>Ce jeu publie les données en l’état des bases, à jour à la date de publication. </p>;Réseau;SNCF RESEAU,Cours de marchandise;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2021-06-25T12:47:45+00:00;False;False;2021-06-25T17:41:09+00:00;2025-09-19T01:10:12.515000+00:00;world_fr;True;France;;;SNCF Réseau;;198;;;;;;;True;datasncf;;;Annuelle;;cours-de-marchandise-accessible-apres-diagnostic
;;;;;;;;;;;;;;;;;Horaires des lignes Intercités;"<p>

</p><p>

</p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p>

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>! NB : vos jeux de données
horaires évoluent</span></i></b></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Afin de rationaliser notre offre en
opendata, de mieux suivre les évolutions (notamment avec la mise en
concurrence) et les attentes des utilisateurs, nous allons fusionner l’ensemble
des jeux de données horaires TER, TGV et IC, dans un seul jeu de données global.</span></i></p><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Merci de basculer sur ce jeu global ""horaires SNCF"", les jeux sectoriels sont décommissionnés courant été 2025.</span></i><p><br></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : </span><a href=""mailto:Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";mso-font-kerning:0pt;mso-ligatures:none;mso-fareast-language:
FR'>Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr</span></a><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-font-kerning:0pt;mso-ligatures:none;
mso-fareast-language:FR'></span></p>

<p></p>";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,Intercités,GTFS,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-09-19T03:00:01+00:00;False;True;2025-09-03T09:02:15+00:00;2025-09-19T04:30:07.449000+00:00;world_fr;False;France;;;SNCF Voyageurs;;0;;;;;;;True;datasncf;;;Quotidienne;;sncf-intercites-gtfs
;;;;;;;;;;;;;;;;;Liste ouvrages en terre;"<p>Liste des ouvrages en terre du Réseau Ferré National.</p><p>Les ouvrages en terre sont typés en fonction du sens de dénivellement, soit déblai ou remblais.</p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 28/03/2024<br></p>";Description du réseau;SNCF RESEAU,Ouvrages en terre,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:34:13+00:00;True;True;2024-03-28T16:59:45+00:00;2025-09-19T01:10:18.516000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[8.154353275895119, 51.03652466554195], [-4.479243038222194, 51.03652466554195], [-4.479243038222194, 42.42039792705327], [8.154353275895119, 42.42039792705327], [8.154353275895119, 51.03652466554195]]], ""type"": ""Polygon""}";SNCF Réseau;;25845;;;;;;;True;datasncf;;;Annuelle;;liste-ouvrages-en-terre
;;;;;;;;;;;;;;;;;Temps de correspondance minimaux entre opérateurs SNCF Voyageurs;"<p style=""margin-bottom:12.0pt"">

Suite à l’application du règlement sur les « Droits et Obligations des Voyageurs ferroviaires (DOV) » ou « Passenger Rights Regulation (PRR) »  par SNCF Voyageurs, ce jeu de données permet de reconstituer les temps de correspondance minimaux fixés par SNCF Voyageurs pour répondre à
l’un des critères d’éligibilité au billet direct.
</p><p style=""margin-bottom:12.0pt"">
Les temps de correspondances minimaux à
appliquer sont accessibles via ce<b> <span style=""color:#4472C4;mso-themecolor:
accent1""><a href=""https://eu.ftp.opendatasoft.com/sncf/prr/temps_correspondance/INFOTRAINS_Export_IDH.zip"" target=""_blank""><span style=""color:#4472C4;mso-themecolor:accent1"">lien de
téléchargement</span></a></span></b><span style=""color:#4472C4;mso-themecolor:
accent1"">.</span></p>

<p style=""margin-bottom:12.0pt"">Vous trouverez dans ce jeu de données un zip
quotidien contenant plusieurs fichiers CSV.</p>

<ul><li class=""MsoNormal"" style=""color:#70AD47;margin-bottom:12.0pt;mso-list:l0 level1 lfo1;
     tab-stops:list 36.0pt""><span style='mso-fareast-font-family:""Times New Roman""'>Le
     fichier ""Export_CONNECTION_TIMES"" fournit le temps de
     correspondance minimum à appliquer pour certaines gares et avec des
     conditions entre compagnies ferroviaires, quel que soit le trajet. Ces
     temps remplacent le temps minimal par défaut de 5 minutes.</span></li><li class=""MsoNormal"" style=""color:#4EA72E;margin-bottom:12.0pt;mso-list:l0 level1 lfo1;
     tab-stops:list 36.0pt""><span style='mso-fareast-font-family:""Times New Roman"";
     color:#70AD47'>Le fichier ""Export_TRAIN_CONNECTION_TIMES""
     fournit les numéros de train pour lesquels un temps de correspondance
     spécifique doit être pris en compte.  </span><span style='font-size:
     11.0pt;mso-fareast-font-family:""Times New Roman"";mso-fareast-language:
     EN-US'></span></li><li class=""MsoNormal"" style=""color:#70AD47;margin-bottom:12.0pt;mso-list:l0 level1 lfo1;
     tab-stops:list 36.0pt""><span style='mso-fareast-font-family:""Times New Roman""'>Les
     fichiers  ""Export_STATIONS"" constituent le référentiel
     associé aux gares. </span></li></ul>

<p style=""margin-bottom:12.0pt"">Pour tous ces fichiers, la valeur
""-1"" indique que la correspondance n'est pas autorisée, et la valeur
""ALL"" s’applique à l'ensemble des compagnies.  </p>

<p class=""MsoNormal""><span style=""font-size:11.0pt;color:#4EA72E;mso-fareast-language:
EN-US"">NB : A noter que depuis le 27 juin 2024, les codes compagnies (SN, DB, ES …) ne
sont plus utilisés. A la place sont utilisés les codes RICS qui sont un
standard européen.  </span></p>

<p style=""margin-bottom:12.0pt""><br></p>

<p></p>";Horaires et itinéraires;correspondance,billet direct,PRR;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2023-06-13T08:37:37+00:00;False;False;2023-06-13T13:09:20+00:00;2025-09-19T04:30:14.228000+00:00;world_fr;True;France;;;SNCF Voyageurs;;1;;;;;;;True;datasncf;;;Quotidienne;;temps-correspondance-minimaux
;;;;;;;;;;;;;;;;;Horaires des TGV;"<p>

</p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>! NB : vos jeux de données horaires
évoluent</span></i></b></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Afin de rationaliser notre offre en
opendata, de mieux suivre les évolutions (notamment avec la mise en
concurrence) et les attentes des utilisateurs, nous allons fusionner l’ensemble
des jeux de données horaires TER, TGV et IC, dans un seul jeu de données global.</span></i></p><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>Merci de basculer sur ce jeu global ""horaires SNCF"", les jeux sectoriels sont décommissionnés courant été 2025.</span></i><p></p><p><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'><br></span></i></p><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><b><i><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>***********</span></i></b></p><br><p class=""MsoNormal"" style=""mso-margin-top-alt:auto;margin-bottom:12.0pt;
line-height:normal""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;
mso-fareast-font-family:""Times New Roman"";color:#333333;mso-font-kerning:0pt;
mso-ligatures:none;mso-fareast-language:FR'>En cas de question, vous pouvez
contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : </span><a href=""mailto:Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr""><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";mso-font-kerning:0pt;mso-ligatures:none;mso-fareast-language:
FR'>Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr</span></a><span style='font-size:10.5pt;font-family:""Helvetica"",sans-serif;mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-font-kerning:0pt;mso-ligatures:none;
mso-fareast-language:FR'></span></p>



<p></p>";Horaires et itinéraires;Horaires,TGV,Ouigo,Train,Gare de voyageurs,GTFS,NeTEx,GTFS-RT,Temps réel,SIRI LITE;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2025-09-05T03:00:02+00:00;False;True;2025-09-03T09:02:48+00:00;2025-09-19T04:30:05.473000+00:00;world_fr;False;France;;;SNCF Voyageurs;;0;;;;;;;True;datasncf;;;Quotidienne;;horaires-des-train-voyages-tgvinouiouigo
